id,happiness,religion_freq,income,health,health_problem,depression,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,work_yr,family_income,status_peer,status_3_before,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_type_1,survey_type_2,province_11,province_12,province_13,province_14,province_15,province_21,province_22,province_23,province_31,province_32,province_33,province_34,province_35,province_36,province_37,province_41,province_42,province_43,province_44,province_45,province_46,province_50,province_51,province_52,province_53,province_54,province_61,province_62,province_63,province_64,province_65,gender_1,gender_2,age,nationality_1,nationality_2,nationality_3,nationality_4,nationality_5,nationality_6,nationality_7,nationality_8,edu_a,political_1,political_2,political_3,political_4,income_p,revenue_assets,house_percent,house_value,house_percent_value,total_asset,total_asset_age,height_cm_a,weight_jin_a,bmi,health_score,hukou_1,hukou_2,hukou_3,hukou_4,hukou_5,hukou_6,hukou_7,hukou_8,hukou_loc_1,hukou_loc_2,hukou_loc_3,hukou_loc_4,media_type_1,media_type_2,media_type_3,out_leisure_p,class_a,class_10_before_a,class_10_after_a,class_14_a,class_forcast,class_review,class_change_total,work_exper_1,work_exper_2,work_exper_3,work_exper_4,work_exper_5,work_exper_6,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_type_1,work_type_2,work_manage_1,work_manage_2,work_manage_3,work_manage_4,family_m_a,family_income_m,family_status_1,family_status_2,family_status_3,family_status_4,family_status_5,house_a,car_1,car_2,invest_1_0,invest_1_1,invest_2_0,invest_2_1,invest_3_0,invest_3_1,invest_4_0,invest_4_1,invest_5_0,invest_5_1,invest_6_0,invest_6_1,invest_7_0,invest_7_1,invest_8_0,invest_8_1,marital_1,marital_2,marital_3,marital_4,marital_5,marital_6,marital_7,ever_divorce_0,ever_divorce_1,stay_with_someone_0,stay_with_someone_1,s_edu_diff,s_income_diff,ma_income_m,ma_income_f,first_ma_years,cur_ma_years,first_ma_age_m,first_ma_age_f,ma_age_m,ma_age_f,first_ma_age_diff,ma_age_diff,income_diff,trust_sum,pub_sum
873,2,1,100000,4,5,5,3,3,2,4,5,5,3,4,3,2,4,4,3,1,2,4,5,1,3,3,4,7,3,2,2,25,100000,2,2,2,4,3,3,3,5,4,2,3,3,3,3,3,3,2,70,50,40,50,50,50,50,70,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,120,0,0,0,1,250,1000000,0,0,0,1000000,0,165,120,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,20,6,6,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-100,0,100000,100000,20,20,28,27,0,0,0,0,0,42,500
938,3,3,100000,4,3,5,3,1,3,5,2,1,1,5,1,2,4,4,4,3,1,4,5,2,2,4,1,5,4,1,3,0,100000,3,1,1,5,3,4,4,4,4,4,4,4,2,4,4,3,2,60,70,90,80,80,90,80,70,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50,0,0,0,0,1,0,0,0,90,1,0,0,0,250,500000,1,500000,500000,1000000,50000,175,160,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,60,5,4,5,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,80,150000,100000,0,20,20,26,22,25,20,5,5,150000,49,700
3858,3,1,100000,4,5,5,2,2,1,5,5,1,1,5,4,4,5,4,2,5,4,5,4,1,4,3,1,2,2,1,2,20,200000,2,1,2,4,3,4,4,5,4,4,4,3,3,3,3,1,1,70,70,70,80,70,80,70,60,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,40,1,0,0,0,150,500000,0,0,0,500000,0,165,125,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,5,5,8,3,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,100000,100000,20,20,24,20,25,20,5,5,0,45,600
1584,3,1,0,4,3,4,1,1,1,3,1,1,2,5,4,5,5,4,4,2,4,5,2,5,3,3,2,2,2,1,4,0,0,2,1,2,4,4,4,4,4,3,3,3,4,4,3,3,2,5,90,90,80,90,90,80,90,90,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.25,0,0,0,0,160,100,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40,40,28,27,0,0,0,0,0,45,800
5822,1,1,0,2,2,2,1,1,4,4,1,1,2,2,2,5,5,5,4,4,1,4,4,5,2,2,1,4,6,2,2,0,0,3,3,3,4,3,3,4,4,4,3,4,4,3,3,3,1,4,70,80,70,70,70,70,80,70,80,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,170,80,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,80,3,3,2,2,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,700
7703,1,1,0,4,5,5,4,4,3,4,2,1,1,5,2,1,5,4,3,5,2,5,5,5,2,3,1,7,3,1,4,30,0,3,2,4,4,3,3,3,4,4,3,4,3,3,3,3,1,3,90,50,0,30,0,0,0,0,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,60,1,0,0,0,50,0,1,500000,500000,500000,0,170,140,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20,1,5,5,5,4,-4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,200
881,4,1,200000,4,4,4,2,2,2,4,5,2,2,3,5,4,5,5,2,3,4,5,5,1,4,4,2,1,2,2,1,5,200000,1,2,2,4,3,4,4,5,3,2,4,2,2,2,2,1,5,30,30,40,30,30,30,30,40,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0,0,0,0,0,0,0,70,1,0,0,0,200,2500000,1,500000,500000,3000000,50000,180,125,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7,5,7,5,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,200000,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,300
4750,1,1,0,4,4,3,1,1,3,4,3,1,1,5,4,4,4,3,3,2,4,5,5,3,2,3,3,2,3,1,3,15,0,3,3,3,4,3,4,4,4,4,3,4,3,3,3,3,2,4,60,60,50,60,50,50,60,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,0,0,0,0,0,150,100,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10,2,1,3,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,20,20,23,21,0,0,0,0,0,44,500
5839,4,1,0,1,4,5,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,4,1,3,3,1,5,0,0,3,1,2,4,2,3,3,3,3,2,3,3,2,3,3,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,160,90,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
1750,4,1,0,4,4,5,3,3,1,5,1,3,1,4,5,3,5,3,3,4,1,5,5,5,3,4,4,1,3,6,5,0,0,2,1,2,5,4,3,4,4,4,4,4,4,4,3,4,4,5,70,60,80,80,80,80,80,70,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,0,0,0,0,0,0,40,0,0,0,1,50,0,1,0,0,0,0,175,180,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,7,5,10,2,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,40,40,24,24,25,25,0,0,0,51,700
6799,4,1,0,4,4,4,4,2,3,4,1,1,4,4,3,4,3,3,3,5,4,5,5,5,3,3,1,6,2,1,4,5,0,3,2,3,4,4,5,5,5,4,3,4,4,3,3,4,1,3,90,80,70,80,80,70,70,80,80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,0,0,0,0,0,170,140,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90,4,3,5,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,20,20,25,22,25,20,5,5,0,49,700
7107,3,1,0,5,3,5,4,1,3,4,1,1,1,5,5,1,5,4,4,5,5,5,5,5,1,4,1,3,3,1,3,0,0,2,2,3,4,3,3,3,5,3,3,3,2,3,3,3,1,4,100,100,100,100,100,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,0,0,30,0,0,0,1,50,0,1,1000000,1000000,1000000,50000,160,105,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,6,5,6,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,40,40,23,24,25,25,0,0,0,39,900
3026,3,1,0,4,4,4,1,1,1,5,3,1,3,3,4,4,5,2,2,4,4,5,5,4,3,3,1,1,1,1,4,0,0,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,80,80,80,80,80,80,80,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,40,1,0,0,0,100,0,1,0,0,500000,0,165,150,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90,5,4,5,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,20,20,21,20,20,20,0,0,0,52,700
4517,3,1,0,5,4,4,2,2,2,4,3,2,1,3,2,3,3,3,3,3,2,4,2,3,3,3,3,4,3,1,3,0,0,2,1,2,4,3,3,3,3,3,3,4,3,3,3,3,2,4,90,90,90,90,90,90,90,90,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,0,165,120,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,7,6,8,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,20,20,22,23,0,0,0,0,0,40,800
1866,3,1,0,3,2,4,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,7,1,4,0,100000,2,1,1,5,5,5,5,5,3,5,3,3,3,3,3,5,4,90,90,90,90,90,90,90,90,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.25,0,0,0,0,160,140,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,4,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,800
4376,3,5,0,4,4,5,1,1,1,4,1,1,1,5,1,5,5,5,5,5,4,5,5,4,2,2,1,6,6,1,4,20,100000,2,2,2,4,4,4,4,4,3,3,4,3,3,3,3,3,3,70,60,70,70,80,80,70,80,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,1,4500000,4500000,4500000,150000,170,150,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50,5,5,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,30,30,24,23,25,25,0,0,150000,45,600
2226,4,1,0,4,5,5,5,1,1,4,4,1,1,5,5,2,5,3,3,2,2,5,5,1,2,3,4,1,1,6,1,25,0,2,1,2,5,4,4,4,5,5,4,5,3,3,4,4,5,5,0,80,80,70,70,80,80,80,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,30,0,0,0,1,50,0,1,500000,500000,1000000,0,185,170,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10,4,1,7,5,3,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,10,10,34,32,35,30,0,0,0,55,600
805,3,3,100000,5,5,5,5,2,1,5,2,1,1,4,3,1,4,4,4,1,2,5,5,4,4,4,4,7,4,6,4,0,100000,2,1,2,5,5,3,3,5,5,2,5,4,5,5,5,1,2,80,80,80,50,50,80,70,80,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,90,0,0,0,1,50,0,1,3000000,3000000,3000000,100000,160,120,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10,8,7,9,9,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100000,0,0,1,0,0,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-80,0,100000,100000,40,40,31,25,0,0,5,0,0,53,600
2291,2,6,0,4,4,3,1,1,1,3,1,1,2,5,4,3,5,4,4,2,5,5,5,5,2,3,1,5,6,1,2,0,0,2,1,3,5,3,3,3,3,3,3,3,3,3,3,3,1,3,50,60,60,40,50,30,50,30,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0.38,0,0,0,0,160,95,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,7,4,9,4,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,0,0,22,21,0,0,0,0,0,39,500
7537,3,1,0,4,5,3,2,3,3,4,3,3,1,5,4,4,5,4,4,2,4,5,4,2,3,4,2,2,3,2,4,0,0,3,1,2,4,4,4,4,4,4,4,4,3,2,2,2,1,3,70,70,70,70,60,60,60,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,160,115,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,5,8,5,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,600
1328,3,1,0,5,5,5,1,1,1,4,1,2,1,5,3,4,5,2,1,2,5,5,4,5,5,3,2,1,1,1,2,0,0,2,1,2,5,5,4,4,5,3,3,3,3,3,3,4,1,5,80,80,90,80,80,90,100,100,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0.5,0,0,0,0,155,140,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,5,5,6,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,10,10,33,30,0,0,5,0,0,46,800
4432,2,1,0,4,4,4,3,3,2,4,3,2,1,4,4,3,3,3,3,3,4,4,4,2,4,3,2,1,3,1,2,0,0,3,2,3,4,4,4,4,4,4,3,3,3,3,4,3,2,4,80,80,90,70,80,80,80,90,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,30,1,0,0,0,50,0,1,500000,500000,500000,0,150,90,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,20,20,24,24,0,0,0,0,0,45,700
578,3,1,0,3,3,4,5,1,1,5,1,1,1,5,5,1,5,4,1,4,4,5,5,5,1,4,1,3,3,1,4,0,0,2,2,2,2,2,2,2,5,2,3,2,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,1,0,0,0,0,0,0,0,20,1,0,0,0,50,0,1,500000,500000,500000,100000,160,90,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,30,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
3484,3,1,0,3,3,2,1,1,1,4,1,2,2,5,3,5,5,4,4,3,4,5,3,4,4,3,1,2,2,1,3,0,100000,3,2,3,4,3,4,3,5,3,2,3,4,2,2,3,1,5,70,70,70,80,80,60,90,80,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,20,1,0,0,0,50,0,0.5,0,0,0,0,155,130,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,5,4,6,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,20,20,23,22,0,0,0,0,0,39,700
658,3,1,0,4,5,5,2,1,3,4,4,1,1,5,5,5,5,5,5,5,4,4,4,5,2,3,2,6,6,1,4,5,0,3,1,2,4,4,5,3,3,3,3,2,2,2,2,2,1,4,90,70,70,50,60,60,60,70,80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,40,1,0,0,0,50,0,1,0,0,0,0,165,140,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,20,20,23,23,0,0,0,0,0,36,600
1934,3,1,0,2,2,2,4,4,2,4,1,1,1,4,4,1,4,4,4,5,4,5,5,5,3,4,2,5,5,1,4,35,100000,2,2,2,5,3,5,4,5,4,3,3,4,3,3,3,3,5,80,80,50,60,70,80,80,70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,0,0,0,0,0,0,90,0,0,0,1,50,0,1,2000000,2000000,2000000,50000,165,160,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,5,2,-1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,80,0,0,0,30,30,24,25,25,25,0,0,0,48,600
3936,3,1,0,4,5,5,1,1,1,5,1,1,1,5,4,5,5,5,5,3,2,5,5,5,2,5,1,2,7,1,2,0,0,2,1,2,4,3,3,3,4,3,2,4,2,4,3,3,1,3,100,90,100,100,80,80,30,100,80,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0.5,0,0,0,0,160,105,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,3,1,3,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,10,10,20,21,0,0,0,0,150000,39,800
822,2,1,0,4,4,3,1,1,1,5,1,1,1,5,2,5,5,4,5,5,5,5,5,5,2,3,1,2,2,1,3,0,0,3,1,2,2,2,3,3,3,3,3,3,2,3,3,3,2,5,70,80,0,60,0,80,80,60,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,20,1,0,0,0,50,0,0.75,0,0,0,0,170,160,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4,3,5,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,20,20,20,22,20,20,0,0,0,35,500
3763,3,1,0,4,5,3,1,1,1,4,1,1,1,5,3,5,5,4,4,5,2,5,4,5,3,3,3,1,3,2,4,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,80,80,80,80,80,80,80,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,30,1,0,0,0,100,0,0.5,0,0,0,0,165,100,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,6,5,6,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,30,30,24,21,0,0,5,0,0,38,700
