id,happiness,religion_freq,income,health,health_problem,depression,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,work_yr,family_income,status_peer,status_3_before,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_type_1,survey_type_2,province_11,province_12,province_13,province_14,province_15,province_21,province_22,province_23,province_31,province_32,province_33,province_34,province_35,province_36,province_37,province_41,province_42,province_43,province_44,province_45,province_46,province_50,province_51,province_52,province_53,province_54,province_61,province_62,province_63,province_64,province_65,gender_1,gender_2,age,nationality_1,nationality_2,nationality_3,nationality_4,nationality_5,nationality_6,nationality_7,nationality_8,edu_a,political_1,political_2,political_3,political_4,income_p,revenue_assets,house_percent,house_value,house_percent_value,total_asset,total_asset_age,height_cm_a,weight_jin_a,bmi,health_score,hukou_1,hukou_2,hukou_3,hukou_4,hukou_5,hukou_6,hukou_7,hukou_8,hukou_loc_1,hukou_loc_2,hukou_loc_3,hukou_loc_4,media_type_1,media_type_2,media_type_3,out_leisure_p,class_a,class_10_before_a,class_10_after_a,class_14_a,class_forcast,class_review,class_change_total,work_exper_1,work_exper_2,work_exper_3,work_exper_4,work_exper_5,work_exper_6,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_type_1,work_type_2,work_manage_1,work_manage_2,work_manage_3,work_manage_4,family_m_a,family_income_m,family_status_1,family_status_2,family_status_3,family_status_4,family_status_5,house_a,car_1,car_2,invest_1_0,invest_1_1,invest_2_0,invest_2_1,invest_3_0,invest_3_1,invest_4_0,invest_4_1,invest_5_0,invest_5_1,invest_6_0,invest_6_1,invest_7_0,invest_7_1,invest_8_0,invest_8_1,marital_1,marital_2,marital_3,marital_4,marital_5,marital_6,marital_7,ever_divorce_0,ever_divorce_1,stay_with_someone_0,stay_with_someone_1,s_edu_diff,s_income_diff,ma_income_m,ma_income_f,first_ma_years,cur_ma_years,first_ma_age_m,first_ma_age_f,ma_age_m,ma_age_f,first_ma_age_diff,ma_age_diff,income_diff,trust_sum,pub_sum
325,1,1,0,4,4,2,3,4,3,5,4,2,1,4,4,3,5,3,3,2,5,5,5,2,2,4,3,6,3,1,2,20,100000,2,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,70,60,30,70,80,60,40,30,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,110,0,0,0,1,50,500000,0.5,0,0,500000,0,155,95,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10,4,4,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-100,0,0,0,20,20,24,25,0,0,0,0,0,51,500
2694,3,1,0,4,5,4,4,1,1,5,1,1,1,4,4,4,3,4,3,4,2,5,2,5,2,5,3,2,2,2,4,0,100000,2,3,2,4,4,3,3,5,5,2,3,3,3,3,4,3,4,90,80,70,70,70,70,70,70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,0,0,50,0,0,0,1,100,0,1,500000,500000,500000,50000,160,110,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,30,7,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,40,40,21,19,20,20,0,0,0,45,700
7678,3,1,0,3,3,3,1,1,1,4,1,1,1,5,3,5,5,3,5,5,1,5,5,5,4,4,1,1,1,2,4,0,0,3,2,2,4,4,4,4,4,3,4,3,3,4,3,3,2,5,100,90,60,80,70,100,100,80,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.25,0,0,0,0,140,85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40,40,20,18,0,0,0,0,0,45,700
2401,3,1,0,4,5,5,4,3,1,4,4,1,1,5,5,2,4,2,2,1,1,5,5,1,4,4,3,5,2,4,2,30,0,2,2,2,2,2,2,2,4,2,1,2,2,2,3,3,1,4,60,30,70,70,0,60,10,60,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,90,0,0,0,1,50,0,0,0,0,0,0,165,130,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,30,5,5,5,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,80,0,0,0,30,30,23,23,25,25,0,0,0,28,400
5297,3,1,0,5,5,3,4,4,2,4,5,5,2,4,3,1,4,3,2,1,2,4,4,1,4,4,3,3,2,3,4,10,200000,2,2,2,4,3,3,3,5,5,3,4,2,3,3,3,2,5,90,80,80,80,80,90,90,90,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,1,120,0,0,0,1,100,500000,0.5,0,0,500000,0,165,115,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,20,5,5,7,3,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,1,0,3,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-100,0,0,0,10,10,28,29,0,0,0,0,0,43,800
7471,3,1,0,2,2,3,1,1,1,3,1,1,3,5,4,5,5,4,5,5,5,5,5,5,2,4,1,6,6,1,3,0,0,2,2,2,5,4,4,4,4,3,4,3,3,3,3,3,4,3,70,60,0,0,0,0,70,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.25,0,0,0,0,150,70,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,4,3,5,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,300
6765,3,1,0,4,4,4,2,1,3,3,5,4,3,5,3,1,5,4,4,4,5,5,2,2,2,3,4,3,4,3,2,35,100000,2,2,2,4,4,4,3,5,4,3,4,4,3,3,3,3,5,40,70,50,60,20,40,50,50,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,40,1,0,0,0,100,0,1,0,0,500000,0,170,130,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,4,4,5,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,100000,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,40,0,0,0,30,30,25,24,25,25,0,0,0,47,400
326,2,1,0,5,5,4,1,1,1,5,4,1,1,5,1,5,5,4,4,1,4,5,5,1,3,3,1,2,3,1,3,30,100000,3,1,2,5,5,4,4,5,3,3,3,3,3,3,4,3,5,60,60,60,70,60,70,70,60,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,1,500000,500000,500000,0,165,100,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,5,3,6,2,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,100000,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,30,30,29,25,0,0,5,0,0,48,600
7424,2,1,0,4,5,4,1,1,1,5,2,2,1,5,4,5,5,4,4,4,3,5,5,5,5,3,1,1,5,3,1,0,0,2,2,3,3,2,3,2,4,3,2,4,2,2,2,2,1,5,80,40,20,30,40,50,50,70,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,0,0,30,1,0,0,0,50,0,1,0,0,500000,0,170,105,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,2,1,4,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,20,20,20,22,20,20,0,0,0,32,400
4857,3,1,0,4,4,3,2,1,1,4,4,4,1,5,4,3,5,4,4,4,4,5,5,2,2,3,2,4,4,2,4,30,100000,3,2,3,4,4,4,4,5,4,4,4,4,3,3,4,3,5,80,80,80,80,80,80,80,80,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,1,0,0,0,0,0,0,0,60,1,0,0,0,150,500000,1,500000,500000,1000000,50000,165,130,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,6,6,3,2,-2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,60,0,0,0,20,20,25,21,25,20,5,5,0,50,700
6428,3,1,0,3,3,3,4,1,1,2,1,1,3,5,5,1,5,4,4,5,5,5,5,5,1,4,1,3,3,2,3,0,0,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,1,1,80,80,80,90,80,90,90,80,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,165,150,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,7,6,6,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,40,40,28,22,30,20,5,5,0,38,800
1161,4,1,0,5,5,5,1,1,2,4,3,4,3,3,2,5,5,3,2,2,3,3,5,2,4,4,1,1,3,3,3,5,100000,2,1,2,4,1,4,4,5,4,1,4,1,1,1,1,1,5,80,80,80,80,80,80,80,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,40,1,0,0,0,150,1000000,0.38,0,0,1000000,0,165,100,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,5,2,8,5,3,3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,32,700
490,4,1,0,4,4,5,1,1,1,5,4,3,1,5,2,5,5,4,4,1,1,5,5,1,4,4,1,2,4,1,3,5,0,2,1,2,4,5,4,3,5,5,3,4,4,3,3,3,2,2,60,80,70,40,0,100,60,60,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,60,1,0,0,0,50,500000,1,500000,500000,500000,0,185,200,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,5,3,6,2,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,60,0,0,0,10,10,20,20,20,20,0,0,0,48,500
6777,3,1,0,2,2,2,1,1,1,4,1,1,1,5,5,5,5,4,4,5,4,5,5,5,3,4,1,2,3,2,2,0,0,2,1,2,4,3,4,3,4,3,3,4,4,3,3,3,2,4,60,70,0,60,0,60,70,60,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,1,500000,500000,500000,0,155,75,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2,7,2,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,30,30,21,21,0,0,0,0,0,43,400
713,0,1,0,2,2,2,1,1,3,3,1,1,2,5,5,4,5,5,4,3,5,5,5,5,1,3,1,3,3,1,1,0,0,3,2,4,2,2,2,2,2,2,2,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,0,0,0,0,0,0,30,1,0,0,0,50,0,1,1500000,1500000,1500000,50000,170,130,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
4846,3,3,0,4,3,3,4,3,3,4,3,4,3,5,3,2,4,3,3,2,2,5,4,2,2,3,3,3,3,1,4,20,100000,2,2,2,5,4,4,3,4,5,3,5,4,3,4,4,1,4,100,100,70,90,70,90,100,90,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40,0,0,0,1,0,0,0,0,90,0,0,0,1,100,500000,1,500000,500000,1000000,50000,160,125,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,40,1,2,1,2,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-80,0,0,0,20,20,22,22,0,0,0,0,0,49,800
3935,3,5,0,5,5,3,3,3,1,4,4,4,2,4,4,3,4,4,3,2,5,5,5,1,3,3,2,2,3,1,4,5,0,2,1,2,4,4,4,4,5,3,3,3,3,3,3,3,2,4,90,80,90,80,80,90,90,90,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,70,0,0,0,1,50,500000,0.75,0,0,500000,0,170,170,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,5,4,6,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,60,0,0,0,10,10,23,20,25,20,5,5,0,44,800
1025,4,1,0,3,3,3,1,1,1,5,1,1,1,5,3,5,5,4,5,5,5,5,5,5,1,4,1,3,3,1,3,0,0,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,2,100,100,100,90,100,100,100,100,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.5,0,0,0,0,155,120,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,5,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,50,21,18,0,0,5,0,0,34,900
4999,3,1,0,3,4,4,1,1,1,4,1,1,1,5,4,5,5,5,5,5,1,4,3,4,1,2,1,3,3,1,3,0,100000,2,3,2,5,4,3,3,4,4,4,4,2,2,3,2,1,3,50,60,50,60,60,80,70,60,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,60,1,0,0,0,0,0,1,500000,500000,500000,0,160,120,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,50,4,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-60,150000,100000,0,30,30,23,23,0,0,0,0,0,41,600
3609,3,1,0,5,5,5,1,1,1,5,1,1,1,5,2,5,5,3,4,4,5,4,5,5,4,4,1,2,2,2,2,0,0,2,2,2,5,5,4,5,5,4,4,3,4,5,4,5,4,3,80,70,40,70,90,80,80,80,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,1,500000,500000,500000,0,160,70,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,6,5,7,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,0,0,0,0,0,0,0,0,0,57,700
2672,4,1,400000,4,4,4,1,1,4,2,5,1,4,3,3,4,5,4,4,2,2,5,5,1,3,4,3,7,5,3,3,10,600000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,60,50,80,60,60,70,50,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,100,0,1,0,0,350,4500000,0,0,0,4500000,100000,165,125,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,20,5,3,7,1,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,200000,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,80,150000,400000,200000,0,0,0,0,0,0,0,0,150000,26,600
3877,3,1,0,4,4,3,2,1,1,4,1,1,1,5,5,4,5,4,3,5,5,5,5,5,3,3,1,1,1,3,2,0,0,2,2,3,3,3,3,3,4,3,3,4,4,3,3,3,3,5,70,80,80,80,80,80,80,80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,1,500000,500000,500000,0,160,110,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,4,3,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,700
2950,3,1,0,2,3,3,1,1,1,4,1,1,1,5,5,4,5,4,5,5,2,5,5,5,2,2,2,6,5,1,4,0,0,1,2,2,4,5,3,3,5,3,3,4,3,4,4,2,3,5,60,70,60,60,60,60,50,60,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1,0,0,0,0,0,0,0,30,0,0,0,1,50,0,0.5,0,0,0,0,175,150,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,20,8,5,8,4,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,40,40,26,23,25,25,5,5,0,46,500
3207,1,1,0,3,4,4,1,1,2,3,1,1,2,5,2,5,5,4,2,3,5,5,3,5,4,4,1,1,2,1,3,0,100000,2,2,3,4,3,4,3,4,3,3,3,3,3,3,3,3,5,40,70,70,50,50,70,60,60,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,2000000,2000000,2000000,250000,155,120,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60,6,4,7,3,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,50,23,27,0,0,-5,0,0,42,500
116,2,1,0,3,4,4,1,1,1,3,1,1,2,5,4,5,5,4,4,5,5,5,5,5,4,4,1,2,5,2,2,0,0,2,2,2,4,4,4,4,5,4,3,4,3,3,3,3,2,4,80,70,70,80,70,80,70,80,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0.5,0,0,0,0,150,85,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,4,3,5,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30,30,29,21,0,0,10,0,0,46,700
6547,2,1,0,1,2,4,2,1,1,2,1,1,5,5,5,5,2,5,4,2,2,5,5,5,4,3,2,2,7,1,4,0,0,3,2,2,4,4,4,4,5,3,2,2,4,4,3,4,1,5,70,60,50,50,50,50,50,60,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0.5,0,0,0,0,150,120,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,70,3,1,2,1,-1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,30,30,21,18,0,0,5,0,0,44,500
1759,2,1,0,4,5,3,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,4,1,3,3,1,4,10,0,2,2,3,4,4,4,4,5,5,4,5,4,4,3,4,1,5,80,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,1,500000,500000,500000,0,155,120,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10,3,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,200
4066,3,3,0,5,5,4,1,1,1,4,1,1,1,5,2,5,5,3,4,4,5,5,5,5,2,2,1,5,6,1,1,5,0,3,2,3,2,3,5,2,3,1,1,1,4,3,2,2,1,3,70,80,50,60,30,70,50,60,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,165,100,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,30,4,7,8,9,4,-3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-20,0,0,0,10,10,25,20,0,0,5,0,0,30,500
5899,4,1,0,4,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,4,4,1,3,3,3,7,3,2,1,20,0,2,1,2,4,4,5,5,5,4,3,5,2,4,4,3,1,3,60,50,50,60,60,50,50,60,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,0,0,0,160,110,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10,3,2,4,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,2,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,-100,0,0,0,20,20,30,27,0,0,5,0,300000,49,500
